,P_charged_centers,N_charged_centers,cLogP,Hbond_D,Total_Carbon_Tails,Double_bonds,NP_ratio,Dlin-MC3_Helper lipid_ratio,Dlin-MC3+Helper lipid percentage,Chol_DMG-PEG_ratio,Size,Zeta,RLU_HEK293
446,,,,,,,,,,,,,0.3525146416287069
449,,,,,,,,,,,,,0.4794087570884075
456,,,,,,,,,,,,,0.3619968392674537
457,,,,,,,,,,,,,0.21948498652040532
458,,,,,,,,,,,,,0.43469368783117973
459,,,,,,,,,,,,,0.37343125406711913
468,,,,,,,,,,,,,0.4960490843171888
470,,,,,,,,,,,,,0.5591707725202193
472,,,,,,,,,,,,,0.5941247559728549
480,,,,,,,,,,,,,0.553128195593567
482,,,,,,,,,,,,,0.5948684577484429
485,,,,,,,,,,,,,0.7178581388863066
486,,,,,,,,,,,,,0.4898205819466394
492,,,,,,,,,,,,,0.6158780329088036
493,,,,,,,,,,,,,0.5992377056800224
494,,,,,,,,,,,,,0.6505531281955936
497,,,,,,,,,,,,,0.5640048340615413
498,,,,,,,,,,,,,0.6292646648693874
504,,,,,,,,,,,,,0.7072603885841777
505,,,,,,,,,,,,,0.8071023519568652
506,,,,,,,,,,,,,0.7219484986520406
509,,,,,,,,,,,,,0.6633819838244863
517,,,,,,,,,,,,,0.573487031700288
518,,,,,,,,,,,,,0.5140838523751976
521,,,,,,,,,,,,,0.5960769731337734
522,,,,,,,,,,,,,0.6143906293576276
533,,,,,,,,,,,,,0.6125313749186576
534,,,,,,,,,,,,,0.19410616342846515
535,,,,,,,,,,,,,0.41517151622199494
556,,,,,,,,,,,,,0.6900622850237055
557,,,,,,,,,,,,,0.4392488612066561
589,,,,,,,,,,,,,0.4918657618295064
613,,,,,,,,,,,,,0.5430882216231292
624,,,,,,,,,,,,,0.4740169192153946
625,,,,,,,,,,,,,0.2690341173189551
636,,,,,,,,,,,,,0.7503950915682811
648,,,,,,,,,,,,,0.7594124755972853
649,,,,,,,,,,,,,0.2546248954169378
650,,,,,,,,,,,,,0.43757553221158324
651,,,,,,,,,,,,,0.09156828111927118
660,,,,,,,,,,,,,0.7998512596448824
661,,,,,,,,,,,,,0.3050106907130241
662,,,,,,,,,,,,,0.38142604815469
664,,,,,,,,,,,,,0.6485079483127265
674,,,,,,,,,,,,,0.4436181091382356
698,,,,,,,,,,,,,0.33485172445849215
708,,,,,,,,,,,,,0.2680115273775216
733,,,,,,,,,,,,,0.39118713395928234
782,,,,,,,,,,,,,0.767500232406805
793,,,,,,,,,,,,,0.8469833596727712
841,,,,,,,,,,,,,0.32332434693687834
